作者,user_token,回答,创建时间,赞同数,评论数
匿名用户,,"原问题:女性生孩子是义务吗


这是另一个跟生孩子相关的问题，下面评论


令人迷惑",2021-06-02 11:57:29,1,0
3Q童商优早教,3qtong-shang-you-zao-jiao,"①、三孩政策出台背景：中共中央政治局5月31日召开会议，听取“十四五”时期积极应对人口老龄化重大政策举措汇报，审议《关于优化生育政策促进人口长期均衡发展的决定》。会议指出，进一步优化生育政策，
实施一对夫妻可以生育三个子女政策及配套支持措施。
②、三孩政策的影响：有利于改善我国人口结构、落实积极应对人口老龄化国家战略、保持我国人力资源禀赋优势。
③、三孩政策目前需要解决的问题：发展普惠教育。“教育是一个非常复杂的、可能是所有鼓励生育政策里面最难的一个政策，因为牵涉面太广。”专家指出，离高考很远的
零到三岁的成长阶段，是一个非常值得关注的阶段，就是普惠托育的政策。
专家指出，
未来很大一个方向是托儿所，
建议大力提供零到三岁的托育比例。“也就意味着要建非常多的托儿所，让它们也能够接受更小的小孩。这对提升生育率还是挺有帮助的。”
④、社区普惠托育成为新风口：微博上，滨江发布在六一深夜发布“爱婴护婴”号召，建立示范型托育机构，街道普惠性托育机构、社区婴幼儿成长驿站100%建成！
所以，你看懂了吗？",2021-06-02 11:40:03,1,0
知乎用户Zu1kOk,yang-bin-32-82,"国家希望生孩子的人（普通大众）：无事发生
家里有皇位的人：狂喜→豪门夺嫡",2021-06-02 09:51:02,1,0
狗子狗子,gou-zi-gou-zi-64,看看我们是不是和曾经某国家一样,2021-06-02 09:16:21,1,0
买黄金,a-hao-de,房子这么贵，瞎嘛！！！,2021-06-02 08:35:57,1,0
放逐之刃,wang-lu-wang-lu,生了老三真的就是为国家纯贡献，三个和尚没水喝，这个道理放在任何事情都适用，一个孩子将来老了他会觉得应该管你（教育的好的话），俩孩子勉强也会有所分担，三个孩子等着吧，大家都会觉得，父母要么轮流照顾要么照顾的人要继承所有财产。别挑战人性，亲情也不例外。,2021-06-01 22:50:29,1,0
一只小财喵,xiao-mao-xiao-mao-35,,2021-06-01 21:16:11,1,0
匿名用户,,"解决我国人口老龄化问题，我觉得可以执行以下措施:
1.向没结婚的征收单身税，向没生小孩的征收无嗣税，用来补贴生三胎的家庭。
2.将byt等计生用品列为违禁品，禁止任何组织或个人生产、售卖，违者入刑；投入大量警力，打击黑市交易。
3.鼓励婚前性行为，对未婚先孕的行为进行表扬，对躺平的年轻人进行批评。对""责任""一词进行重新定义，在国家大计面前选择躺平，显然是一种不负责任的行为。
4.警惕境外势力打马恩牌，学习印度种姓制度。向国民宣传只要生下来世世代代有人供养，提高国民生育欲望。",2021-06-01 18:46:04,1,0
猩之语,xie-xian-sheng-23-83,我现在只关心20年后退休是否还有养老金可以拿，辛苦00后多生点交养老金的宝贝吧，80后的养老金就好你们的宝宝了,2021-06-01 17:24:45,1,0
FireToad,lai-fei-50,"二次元狂喜，以前两个孩子名字根本不够，现在机会来了！
以下起名内容很辣眼睛，小心观看：
1.军舰：
老大朱姆沃尔特，老二迈克尔蒙苏尔（可以简称蒙苏尔），老三林登·约翰逊（可以简称为约翰逊）
老大李裪，老二李珥，老三柳成龙。
2.魔兽世界
老大奥蕾莉亚，老二希尔瓦娜斯，老三温蕾萨。
各位想要三孩的父母抓紧准备哦！",2021-06-01 16:43:40,1,0
林潇楚,lin-xiao-chu-90-18,没有影响，你不信？,2021-06-01 15:27:10,1,0
Psycho.杜先生,psydu-xian-sheng,马尔萨斯的《人口原理》说的很清楚了,2021-06-01 15:16:14,1,0
止于终老,zhi-yu-zhong-lao-19-69,"开玩笑哦,这跟开放几胎有关系吗,对于生的起的,没影响,对于本来就生不起的也没影响,有钱的那部分呢,生多少个都能保证好的教育,生不起还拼命生的,他们反正都是给口饭就养活的状态,多生几个也无所谓,就中间那层是最难的,想给好的教育,收入又吃力,还要学区房,还贷款,工作还要担心失业,上有父母下有孩子,毫不客气的说,如果我家没拆迁,生孩子压根不考虑的,父母都是普通打工的 俩人退休金加起来四千左右,我目前一个月五险一金交完七千五左右,就算我以后跳槽能拿到一万多,我老婆四千多一点,我要是没拆迁,我还要买房还贷款,几百万我得还多久,(我还只是在普通省会)首付还是问题,什么美好生活跟我一点关系都没有,根本不可能像现在这样一年还能坐飞机出去玩两次,还有车得需要一辆吧,我也不是不努力,只能说从小没好好学习,现在的收入也是我后天努力换来的,我相信有跟我一样的也有不如我的,但是我起码不用为房贷车贷而烦恼,还能收点租金,以后房子卖了还能有点应急的钱,比如生个什么大病起码有底,实在没辙了还能回老家生活,就这些还只是建立在我父母不用我烦甚至还能帮我的基础上,小孩的教育花费还没算上,二胎我都没考虑,三胎对我来说真的多余,现在还延迟退休,我以前还想找退休后带着老婆出去游中国,现在我得先考虑好好的健康的活到退休",2021-06-01 15:13:31,1,0
墨倾池,you-gui-14,先TMB的给独生子女父母政府来养老给落实咯，再TM的跟我说三胎的问题,2021-06-01 15:12:16,1,1
无公害汪校长,li-xiao-qing-60,因为没有人生，所以没有人生。,2021-06-01 14:59:11,1,0
小鱼,zhen-yu-1985,"三胎政策对学校里的教师行业影响比较大，2015年开放二胎后，我发现绝大多数的女老师都生了2胎，二胎比例比其他行业高很多，绝对影响到学校教学安排了，尤其在公立中小学尤为明显，老师的心更加扑在家庭了，学校教学更加佛系了…
可以想象三胎后，别的岗位不敢生，体制内中小学女老师肯定敢生，然后学校教育就更加指望家长了，老师不连续，经常代课老师，对孩子的影响还是很大的",2021-06-01 14:43:28,1,0
马文,ma-wen-zhao-2,美队:我拯救了米国. 超人:我拯救了地球. 某国普通人:我响应号召996养三个娃照顾四个老人撑到65岁安然退休. 众英雄都羞愧地低下了头...,2021-06-01 13:56:39,1,0
匿名用户,,希望想多生的最好不要工作，不要使入职就怀孕，一直生孩子休产假，把工作都丢给同事，让公司亏本头疼的计俩，喜欢多生孩子有钱请回家生，职场歧视够严重了，请不要给女性群体拖后腿，还有很多女性想拼命加班赚钱呢。,2021-06-01 13:20:43,1,0
醉鸟忆风ty,feng-guo-gang-50,我只对为什么在这个档口宣布这个政策感到好奇。,2021-06-01 13:15:57,1,0
匿名用户,,我觉得不会有什么影响吧，现在年轻人连生都不想生，即使三孩政策，该不想生还是不想生,2021-06-01 13:09:54,1,0
嘟啦啦,zou-yi-jie-54,"午饭时，跟同事讨论了一下，大家一致认为，老二勉强能生，老三绝对不生。我例外，只生一个。
除非国家提供补贴（生一个补贴100_5000万），或者解决上学问题。不然谁爱生谁去生，我们放开五六七胎也不生。
同事情况，都是体制内，收入家境都算不错。但还是觉得养三个压力大。",2021-06-01 13:06:35,1,0
wubai00,wu-bai-6,现代社会正常的人口增加方式是通过改变人口生存的环境激发人口对于未来的希望和愿望，人口会基于环境的改善自然增加。,2021-06-01 12:35:13,1,0
曾畅,ceng-chang-58,我看不如直接禁售避孕物品来的实际点,2021-06-01 12:31:03,1,0
独饮绝世殇,song-jia-hao-38,"积极意义肯定是有的，对于想生育三孩的，政策鼓励生育，但是这毕竟是个少数群体，对于大多数人影响并不大。
80后90后，独生子女，两个人养三个孩子，赡养四个老人的压力，不言而喻。",2021-06-01 11:11:15,1,0
球某人,qiu-mou-ren-35-30,"怎么说，记住了吗？
记住了。
说，是谁让你生三孩的。
是老爷。
是我。
你？
你，你自己。
是，是我自己要三孩的。",2021-06-01 10:42:34,1,0
马乾宁,ma-gan-zhu-93,实现共产比多生孩子管用,2021-06-01 10:37:59,1,0
1280756,zhui-meng-cd6520,"我啊！养一个孩子都吃力。二胎都不敢要，何来三孩，现在养个小孩子花销太大了。现在才一岁多，每个月花销小3000，不包括打疫苗的钱。老公一个人上班，家庭收入4至6千，加上物业费，水电燃气，柴米油盐酱醋茶，水果零食，快递，买菜等生活花费，几乎没有存款，养不了二老，有时还要公婆接济一下，惭愧啊！
小孩子上学之后，我要是不去上班的话，我家估计想吃顿好的都难！好好把这个孩子养大成人，过两年小孩上学，还要赚学费，买保险。再过十年，还要养公婆两人，连买房都是奢舍，病都不敢生，二胎是不敢要了，三孩更是没影的事。
对社会产生的影响:在农村的话，重男轻女的现象还是比较严重的。他们没啥钱，但是他们有房有地，所以他们生三孩的概率比较大。为了儿子，孙子，曾孙子。他们会牺牲两代入，或三代人合力培养一个男孩，前面两个生的是闺女的话，毕然会生第三胎。女孩子的培养自然不会重视，估计会把她们培养成扶弟狂魔。小小年纪就辍学打工养弟弟，嫁人之后把婆家的东西搬回娘家。我是不赞同的，这几乎毁了女孩子的一生。
你只要有钱，经济实力可以。管你生三孩是还都四孩？只要你养得起生几个都行。我觉得生孩子这种事要慎重，量力而行，生孩子很容易，养孩子真的是难！除了快乐，是装是假的。赚钱难是真的，找人借钱难是真的，与人交心难是真的，生活不易也是真的，婆媳关系难处是真的，相爱容易相守难是真的。养孩子需要花费很大的时间，金钱跟精力的。你没有那么多耐心，不能牺牲自己的时间跟事业去养孩子的话，只是完成了任务似的生一个孩子，以后有你后悔的。
孩子生的多了，必然会促进新增人口的比例。现在好多年轻人都不愿意生孩子，政府了鼓励生三孩，必定会出台一些补贴政策，不一定给钱。有可能是买房的住宅补贴，小孩子的教育津贴降低小孩子的教育成本等政策总之，影响肯定是有的。
就我这破脑子就能想到这么多了。",2021-06-01 10:44:27,1,0
